S0, MC, AT, Avg, Diff
105.5, 4.309547822006122, 4.3101224660968676, 4.309835144051495, 0.0005746440907454797
107.5, 4.44986564001216, 4.4489575843111195, 4.44941161216164, 0.0009080557010401336
124, 2.4441476489676393, 2.4436672683957052, 2.4439074586816725, 0.00048038057193400263
127, 1.3424524353096212, 1.3427938503126338, 1.3426231428111275, 0.00034141500301254624
99.5, 3.5914132334761684, 3.5910778097170315, 3.5912455215966, 0.00033542375913686584
65.25, 0.06709710233353151, 0.067159500622271, 0.06712830147790125, 0.00006239828873948194
109, 4.512177285513218, 4.511837037598126, 4.5120071615556725, 0.0003402479150915738
123.75, 2.5245360020872605, 2.5247210130723174, 2.5246285075797887, 0.0001850109850569659
65.75, 0.07479111822652044, 0.0748997086353504, 0.07484541343093543, 0.00010859040882996163
101, 3.8042032367007885, 3.802954756889858, 3.8035789967953235, 0.0012484798109304585
115.25, 4.300202578995074, 4.299243726435734, 4.299723152715404, 0.0009588525593393626
118.75, 3.7925659739146464, 3.793165265396548, 3.792865619655597, 0.0005992914819015205
129.75, 0.12106120921901493, 0.12104911657684354, 0.12105516289792924, 0.000012092642171390722
125, 2.103745807220904, 2.1036337236350677, 2.103689765427986, 0.00011208358583614242
101.5, 3.871614421482613, 3.871211021069649, 3.8714127212761307, 0.00040340041296405005
109.5, 4.523671665492376, 4.524124808682379, 4.523898237087378, 0.00045314319000322456
113.5, 4.445084830638339, 4.443045528772811, 4.444065179705575, 0.0020393018655280315
125.25, 2.0147612064007667, 2.014551692294962, 2.0146564493478643, 0.00020951410580494212
73.25, 0.30402579537756264, 0.30434752764899375, 0.3041866615132782, 0.0003217322714311188
105.75, 4.330281755692989, 4.331060234462103, 4.330670995077546, 0.000778478769113633
109.25, 4.516847177346534, 4.518332367241779, 4.517589772294157, 0.0014851898952450426
139, 0, 0, 0, 0
120.75, 3.36349144827289, 3.364029162713349, 3.3637603054931198, 0.000537714440458803
95.75, 3.0063123550924757, 3.006200503661156, 3.006256429376816, 0.00011185143131964281
88.5, 1.8399379433426395, 1.8394754242482796, 1.8397066837954594, 0.00046251909435990335
126.25, 1.6405932929106, 1.6405967666385237, 1.6405950297745617, 0.0000034737279237528895
88, 1.76501678150563, 1.7649564114325518, 1.764986596469091, 0.000060370073078130915
84.25, 1.250440553772199, 1.250643718420076, 1.2505421360961375, 0.00020316464787706323
132.5, 0, 0, 0, 0
116.75, 4.118305100686904, 4.118551000300161, 4.118428050493533, 0.00024589961325727216
66.75, 0.09234176343343056, 0.09252612928565825, 0.09243394635954441, 0.0001843658522276831
122.75, 2.8315185273380594, 2.8308368469555134, 2.8311776871467864, 0.0006816803825460127
115, 4.3244014949055085, 4.324671559113577, 4.324536527009543, 0.0002700642080686322
136.25, 0, 0, 0, 0
95, 2.884333172543432, 2.88287874190406, 2.883605957223746, 0.0014544306393720063
131.75, 0, 0, 0, 0
115.5, 4.273768886683748, 4.273509189276399, 4.2736390379800735, 0.00025969740734943514
87.25, 1.6561528387162356, 1.65639179153546, 1.6562723151258478, 0.0002389528192243695
106.25, 4.368986729987758, 4.3686747532818435, 4.368830741634801, 0.0003119767059143186
109.75, 4.528494410964608, 4.5290704751681385, 4.5287824430663735, 0.00057606420353018
90.75, 2.189670452940571, 2.190249245079823, 2.1899598490101972, 0.000578792139252382
89, 1.9156709209662965, 1.9162440372050897, 1.915957479085693, 0.0005731162387931921
93.25, 2.595168270526623, 2.595286567041673, 2.595227418784148, 0.00011829651504990935
124.5, 2.2767098363415506, 2.277012036103807, 2.276860936222679, 0.00030219976225653866
98, 3.363632355379358, 3.365449744382861, 3.3645410498811095, 0.0018173890035031448
121.75, 3.1117286851236523, 3.110944423787474, 3.111336554455563, 0.0007842613361783712
82, 0.9866244852529645, 0.9864195719635693, 0.986522028608267, 0.00020491328939520326
129, 0.47406072259969056, 0.4742608770201698, 0.4741607998099302, 0.00020015442047921495
96, 3.047725550680874, 3.0466339835672684, 3.0471797671240712, 0.001091567113605585
89.75, 2.0326769577287838, 2.0318947944717887, 2.0322858761002864, 0.0007821632569950943
92, 2.391862851128047, 2.391634627299474, 2.39174873921376, 0.00022822382857290435
98.25, 3.4042039254740826, 3.4036429525600003, 3.403923439017041, 0.0005609729140823028
137.75, 0, 0, 0, 0
96.75, 3.16708524011548, 3.1672655342006295, 3.167175387158055, 0.0001802940851494128
113, 4.472326967827473, 4.471484468532719, 4.471905718180096, 0.0008424992947544396
133, 0, 0, 0, 0
84.5, 1.281946004586729, 1.2823594403005902, 1.2821527224436595, 0.0004134357138612099
105.25, 4.287786480435275, 4.287918306702186, 4.2878523935687305, 0.00013182626691055077
114, 4.410406803170657, 4.409159889742912, 4.409783346456784, 0.0012469134277450777
84.75, 1.314026959893848, 1.314454346576456, 1.314240653235152, 0.0004273866826078887
117, 4.083632138342568, 4.084894104403138, 4.084263121372853, 0.0012619660605697192
